@relation 'dataSet-weka.filters.unsupervised.instance.imagefilter.ColorLayoutFilter-DC:\\Users\\muss\\Desktop\\My GitHub Repos\\Python-Mini-Projects\\ArffCreator\\ImageMixed-weka.filters.unsupervised.instance.imagefilter.EdgeHistogramFilter-DC:\\Users\\muss\\Desktop\\My GitHub Repos\\Python-Mini-Projects\\ArffCreator\\ImageMixed-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement'

@attribute fileName string
@attribute 'MPEG-7 Edge Histogram0' numeric
@attribute 'MPEG-7 Edge Histogram1' numeric
@attribute 'MPEG-7 Edge Histogram2' numeric
@attribute 'MPEG-7 Edge Histogram3' numeric
@attribute 'MPEG-7 Edge Histogram4' numeric
@attribute 'MPEG-7 Edge Histogram5' numeric
@attribute 'MPEG-7 Edge Histogram6' numeric
@attribute 'MPEG-7 Edge Histogram7' numeric
@attribute 'MPEG-7 Edge Histogram8' numeric
@attribute 'MPEG-7 Edge Histogram9' numeric
@attribute 'MPEG-7 Edge Histogram10' numeric
@attribute 'MPEG-7 Edge Histogram11' numeric
@attribute 'MPEG-7 Edge Histogram12' numeric
@attribute 'MPEG-7 Edge Histogram13' numeric
@attribute 'MPEG-7 Edge Histogram14' numeric
@attribute 'MPEG-7 Edge Histogram15' numeric
@attribute 'MPEG-7 Edge Histogram16' numeric
@attribute 'MPEG-7 Edge Histogram17' numeric
@attribute 'MPEG-7 Edge Histogram18' numeric
@attribute 'MPEG-7 Edge Histogram19' numeric
@attribute 'MPEG-7 Edge Histogram20' numeric
@attribute 'MPEG-7 Edge Histogram21' numeric
@attribute 'MPEG-7 Edge Histogram22' numeric
@attribute 'MPEG-7 Edge Histogram23' numeric
@attribute 'MPEG-7 Edge Histogram24' numeric
@attribute 'MPEG-7 Edge Histogram25' numeric
@attribute 'MPEG-7 Edge Histogram26' numeric
@attribute 'MPEG-7 Edge Histogram27' numeric
@attribute 'MPEG-7 Edge Histogram28' numeric
@attribute 'MPEG-7 Edge Histogram29' numeric
@attribute 'MPEG-7 Edge Histogram30' numeric
@attribute 'MPEG-7 Edge Histogram31' numeric
@attribute 'MPEG-7 Edge Histogram32' numeric
@attribute 'MPEG-7 Edge Histogram33' numeric
@attribute 'MPEG-7 Edge Histogram34' numeric
@attribute 'MPEG-7 Edge Histogram35' numeric
@attribute 'MPEG-7 Edge Histogram36' numeric
@attribute 'MPEG-7 Edge Histogram37' numeric
@attribute 'MPEG-7 Edge Histogram38' numeric
@attribute 'MPEG-7 Edge Histogram39' numeric
@attribute 'MPEG-7 Edge Histogram40' numeric
@attribute 'MPEG-7 Edge Histogram41' numeric
@attribute 'MPEG-7 Edge Histogram42' numeric
@attribute 'MPEG-7 Edge Histogram43' numeric
@attribute 'MPEG-7 Edge Histogram44' numeric
@attribute 'MPEG-7 Edge Histogram45' numeric
@attribute 'MPEG-7 Edge Histogram46' numeric
@attribute 'MPEG-7 Edge Histogram47' numeric
@attribute 'MPEG-7 Edge Histogram48' numeric
@attribute 'MPEG-7 Edge Histogram49' numeric
@attribute 'MPEG-7 Edge Histogram50' numeric
@attribute 'MPEG-7 Edge Histogram51' numeric
@attribute 'MPEG-7 Edge Histogram52' numeric
@attribute 'MPEG-7 Edge Histogram53' numeric
@attribute 'MPEG-7 Edge Histogram54' numeric
@attribute 'MPEG-7 Edge Histogram55' numeric
@attribute 'MPEG-7 Edge Histogram56' numeric
@attribute 'MPEG-7 Edge Histogram57' numeric
@attribute 'MPEG-7 Edge Histogram58' numeric
@attribute 'MPEG-7 Edge Histogram59' numeric
@attribute 'MPEG-7 Edge Histogram60' numeric
@attribute 'MPEG-7 Edge Histogram61' numeric
@attribute 'MPEG-7 Edge Histogram62' numeric
@attribute 'MPEG-7 Edge Histogram63' numeric
@attribute 'MPEG-7 Edge Histogram64' numeric
@attribute 'MPEG-7 Edge Histogram65' numeric
@attribute 'MPEG-7 Edge Histogram66' numeric
@attribute 'MPEG-7 Edge Histogram67' numeric
@attribute 'MPEG-7 Edge Histogram68' numeric
@attribute 'MPEG-7 Edge Histogram69' numeric
@attribute 'MPEG-7 Edge Histogram70' numeric
@attribute 'MPEG-7 Edge Histogram71' numeric
@attribute 'MPEG-7 Edge Histogram72' numeric
@attribute 'MPEG-7 Edge Histogram73' numeric
@attribute 'MPEG-7 Edge Histogram74' numeric
@attribute 'MPEG-7 Edge Histogram75' numeric
@attribute 'MPEG-7 Edge Histogram76' numeric
@attribute 'MPEG-7 Edge Histogram77' numeric
@attribute 'MPEG-7 Edge Histogram78' numeric
@attribute 'MPEG-7 Edge Histogram79' numeric
@attribute 'MPEG-7 Color Layout0' numeric
@attribute 'MPEG-7 Color Layout1' numeric
@attribute 'MPEG-7 Color Layout2' numeric
@attribute 'MPEG-7 Color Layout3' numeric
@attribute 'MPEG-7 Color Layout4' numeric
@attribute 'MPEG-7 Color Layout5' numeric
@attribute 'MPEG-7 Color Layout6' numeric
@attribute 'MPEG-7 Color Layout7' numeric
@attribute 'MPEG-7 Color Layout8' numeric
@attribute 'MPEG-7 Color Layout9' numeric
@attribute 'MPEG-7 Color Layout10' numeric
@attribute 'MPEG-7 Color Layout11' numeric
@attribute 'MPEG-7 Color Layout12' numeric
@attribute 'MPEG-7 Color Layout13' numeric
@attribute 'MPEG-7 Color Layout14' numeric
@attribute 'MPEG-7 Color Layout15' numeric
@attribute 'MPEG-7 Color Layout16' numeric
@attribute 'MPEG-7 Color Layout17' numeric
@attribute 'MPEG-7 Color Layout18' numeric
@attribute 'MPEG-7 Color Layout19' numeric
@attribute 'MPEG-7 Color Layout20' numeric
@attribute 'MPEG-7 Color Layout21' numeric
@attribute 'MPEG-7 Color Layout22' numeric
@attribute 'MPEG-7 Color Layout23' numeric
@attribute 'MPEG-7 Color Layout24' numeric
@attribute 'MPEG-7 Color Layout25' numeric
@attribute 'MPEG-7 Color Layout26' numeric
@attribute 'MPEG-7 Color Layout27' numeric
@attribute 'MPEG-7 Color Layout28' numeric
@attribute 'MPEG-7 Color Layout29' numeric
@attribute 'MPEG-7 Color Layout30' numeric
@attribute 'MPEG-7 Color Layout31' numeric
@attribute 'MPEG-7 Color Layout32' numeric
@attribute class {Zero,One,Two,Three,Four,Five,Six,Seven,Eight,Nine}

@data
image0598.png,0,0,0,0,0,0,0,4,0,4,0,3,0,7,1,0,0,0,0,0,3,0,0,0,0,4,0,7,0,6,0,1,0,7,2,4,0,0,0,2,5,0,0,0,0,6,0,0,4,2,6,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,2,0,7,6,0,3,7,0,4,0,0,0,0,0,6,14,14,10,14,7,14,16,17,12,12,17,14,20,8,20,17,17,20,16,16,32,16,16,16,16,16,32,16,16,16,16,16,Zero
image8756.png,0,0,0,0,0,2,1,6,0,2,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,6,2,0,7,4,2,0,7,0,4,0,0,0,0,0,3,0,3,0,2,3,0,6,7,4,3,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,4,19,16,10,15,6,10,14,14,16,13,16,21,16,18,17,17,19,16,15,15,32,16,16,16,16,16,32,16,16,16,16,16,Eight
image245.png,0,0,0,0,1,0,0,0,0,4,0,2,0,3,3,0,0,0,0,3,0,0,6,0,2,0,0,7,0,7,3,1,4,7,3,0,0,0,0,6,0,1,0,0,1,0,0,6,4,7,1,5,7,0,3,0,4,4,0,4,0,0,4,4,4,0,0,7,0,6,0,0,0,0,4,0,0,0,0,4,5,14,11,9,15,6,16,18,19,15,11,13,20,18,14,16,16,11,17,18,20,32,16,16,16,16,16,32,16,16,16,16,16,Two
image7655.png,1,0,0,0,1,0,7,0,0,0,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,3,17,18,13,15,7,14,13,16,15,12,16,19,16,20,16,16,14,16,14,12,32,16,16,16,16,16,32,16,16,16,16,16,Seven
image3535.png,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5,4,2,0,0,4,7,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,4,0,3,3,5,0,0,0,0,0,0,0,0,0,2,0,4,0,7,2,0,1,4,0,2,0,0,0,0,0,3,15,14,13,15,9,16,17,16,16,14,15,19,16,19,13,15,14,16,15,18,32,16,16,16,16,16,32,16,16,16,16,16,Three
image9153.png,0,0,0,0,0,0,1,0,0,4,0,2,0,0,4,0,0,0,0,3,0,0,0,0,3,7,0,5,0,7,5,1,0,6,3,2,0,0,0,6,1,0,0,0,3,2,4,4,6,4,3,2,7,3,5,0,0,0,0,2,0,0,0,4,2,0,5,0,0,6,0,0,6,0,3,0,0,0,0,2,5,15,12,6,15,6,17,19,18,18,15,15,23,15,14,16,15,13,14,14,17,32,16,16,16,16,16,32,16,16,16,16,16,Nine
image1537.png,0,0,3,0,0,5,0,7,0,6,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,18,18,13,17,8,12,14,15,15,14,14,19,12,19,19,15,17,15,15,15,32,16,16,16,16,16,32,16,16,16,16,16,One
image4148.png,1,0,0,0,3,5,0,4,0,3,0,0,0,0,2,0,0,0,0,7,5,0,0,0,2,7,0,0,0,6,5,1,0,0,3,0,0,0,0,0,3,0,0,0,1,3,5,0,4,4,1,1,7,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,18,15,9,17,7,11,17,14,17,14,15,22,13,16,14,12,18,13,15,14,32,16,16,16,16,16,32,16,16,16,16,16,Four
image9830.png,0,0,0,0,0,0,0,4,0,3,0,2,0,3,0,0,0,0,0,0,2,0,0,0,2,7,0,5,0,4,5,1,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,6,2,6,0,4,2,0,0,0,2,0,0,0,0,0,2,6,0,0,2,0,1,7,0,4,0,0,0,0,0,6,12,12,6,17,5,20,19,18,17,15,13,22,13,12,16,14,13,14,16,16,32,16,16,16,16,16,32,16,16,16,16,16,Nine
image5664.png,0,0,0,0,0,0,3,0,0,2,0,2,3,0,4,0,0,0,0,0,0,0,0,0,0,7,4,0,5,2,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,4,2,5,5,4,0,0,0,0,0,0,0,0,0,2,0,7,0,5,0,0,1,7,0,3,0,0,0,0,0,5,14,13,9,16,5,18,17,16,16,13,12,21,14,17,15,17,15,17,17,14,32,16,16,16,16,16,32,16,16,16,16,16,Five
image8527.png,1,0,0,0,0,0,5,6,0,4,0,1,0,5,4,0,0,0,0,0,2,0,0,0,0,0,2,0,7,6,5,0,4,4,4,0,0,0,0,0,0,0,0,0,0,5,3,0,4,7,4,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,2,0,0,0,0,0,5,17,18,10,16,5,13,13,15,17,13,15,21,14,20,15,16,16,14,15,13,32,16,16,16,16,16,32,16,16,16,16,16,Eight
image5356.png,0,0,0,0,1,0,0,0,0,6,0,2,0,0,5,0,0,0,0,2,0,0,0,0,6,2,2,5,5,4,0,0,0,0,4,0,0,0,0,2,1,0,3,3,2,2,1,0,6,6,1,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,2,0,0,2,0,0,0,0,3,0,0,0,0,2,3,17,15,13,14,12,14,15,15,16,15,17,19,17,16,17,16,17,15,15,15,32,16,16,16,16,16,32,16,16,16,16,16,Five
image9367.png,0,0,0,0,3,0,1,0,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,6,0,0,4,0,0,0,0,0,2,1,0,3,0,2,6,3,0,0,7,6,0,3,0,2,0,0,0,0,2,0,0,0,0,7,2,4,7,0,4,0,0,4,0,0,0,0,0,0,2,4,18,13,12,14,7,12,18,15,14,17,15,19,18,19,17,15,16,17,17,16,32,16,16,16,16,16,32,16,16,16,16,16,Nine
image2531.png,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,3,0,6,6,3,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,11,16,9,16,16,16,16,14,15,21,15,19,14,15,15,15,15,15,32,16,16,16,16,16,32,16,16,16,16,16,Two
image1555.png,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,7,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,2,16,15,14,15,11,14,16,15,15,14,15,18,16,18,18,15,17,16,16,17,32,16,16,16,16,16,32,16,16,16,16,16,One
image5364.png,0,0,0,0,0,0,1,4,0,3,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,4,2,5,0,7,3,1,4,0,7,0,0,0,0,0,0,0,6,0,3,0,1,4,0,6,3,0,5,3,6,0,0,0,0,2,2,0,0,0,7,0,5,0,0,7,0,0,4,0,0,0,0,0,0,2,4,17,14,12,13,9,16,15,16,14,12,16,20,16,16,14,16,15,17,15,19,32,16,16,16,16,16,32,16,16,16,16,16,Five
image6116.png,0,0,0,0,1,0,0,0,0,3,1,1,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,3,3,6,0,4,0,0,0,0,0,1,0,0,0,2,5,1,7,0,4,6,1,5,0,3,0,0,0,0,3,0,0,0,0,2,0,4,5,7,0,0,0,0,0,6,0,0,0,0,2,4,16,14,12,14,9,14,17,15,17,15,16,19,19,16,15,16,16,15,15,15,32,16,16,16,16,16,32,16,16,16,16,16,Six
image7619.png,0,0,0,0,0,3,3,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,3,1,7,4,0,0,0,0,0,0,1,0,0,0,1,2,1,7,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,11,14,9,16,12,16,12,14,18,20,17,17,16,17,16,19,17,15,32,16,16,16,16,16,32,16,16,16,16,16,Seven
image5774.png,0,0,0,0,1,2,5,0,0,2,0,1,3,0,0,0,0,0,0,0,2,0,0,4,2,2,6,0,5,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,5,1,0,0,0,0,0,2,0,0,0,2,0,2,0,0,6,0,0,4,0,0,0,0,0,0,0,3,18,17,11,16,8,12,14,15,14,15,14,20,14,18,16,16,17,16,15,17,32,16,16,16,16,16,32,16,16,16,16,16,Five
